Kurs|Thema|Frage|Hinweis_1|Hinweis_2|Antwort|Extra|Real_World_Case|Mnemonik|MC_Richtig|MC_Falsch1|MC_Falsch2|MC_Falsch3|Schlagwörter
Bachelor Professional IT|IoT-Protokolle|Ein batteriebetriebener IoT-Sensor fällt plötzlich aus. Wie stellt das MQTT-Protokoll sicher, dass die Leitwarte sofort alarmiert wird?|Fehlererkennung|Toter Mann Schalter|Dies wird durch das <b>Last Will & Testament (LWT)</b> gelöst. Bei der Verbindungsaufnahme hinterlegt der Client eine "Testaments-Nachricht" beim Broker. Bricht die Verbindung unsauber ab (Time-out, kein DISCONNECT-Paket), veröffentlicht der Broker dieses Testament automatisch an alle Abonnenten.|Ohne LWT müsste die Leitwarte aktiv pollen (fragen: "Bist du noch da?"), was Energie verschwendet. LWT automatisiert die Fehlererkennung serverseitig. Das Dashboard wechselt sofort von "Grün" auf "Rot".|Ein "Digitales Testament", das der Notar (Broker) verliest, wenn der Klient (Sensor) stirbt.|LWT = Testament (Nachricht nach dem Tod)|Durch das "Last Will & Testament" (LWT), das bei Verbindungsabbruch vom Broker veröffentlicht wird.|Der Broker pingt alle Clients jede Millisekunde an.|Der Sensor sendet mit letzter Kraft eine SMS.|Das System rät mittels KI, dass der Sensor offline ist.|LWT MQTT Fehlererkennung Monitoring Verfügbarkeit
Bachelor Professional IT|Configuration Item (CI)|Was qualifiziert ein Betriebsmittel laut ITIL dazu, als <b>Configuration Item (CI)</b> bezeichnet zu werden, und welche Kategorien umfasst dies über die reine Hardware hinaus?|Atom der IT|Alles was gemanagt wird|Ein <b>CI</b> ist jedes Betriebsmittel, das unter der <b>Kontrolle des Configuration Managements</b> steht.<br>- Umfang: Neben Hardware (Server) umfasst dies auch <b>Software, Netzwerke, Dokumente, SLAs und Lizenzen</b> (organisatorische Aspekte).<br>- Kriterium: Wenn eine Änderung an dem Objekt gesteuert werden muss (Change Management), ist es ein CI.|Ein CI ist die kleinste verwaltete Einheit. Ein ganzer "E-Mail-Service" kann ein CI sein, ebenso wie der "Service-Vertrag" dazu. Alles, was für die Bereitstellung des IT-Services notwendig ist.|Nicht jeder Mauszeiger ist ein CI, aber der "Standard-PC-Arbeitsplatz" schon.|CI = Managed Object|Es unterliegt der Kontrolle des Configuration Managements (inkl. Software, Lizenzen, Services).|Es muss einen Stromstecker haben (Nur Hardware).|Es muss mindestens 1000 Euro wert sein (Nur Wirtschaftsgut).|Es muss eine IP-Adresse besitzen (Nur Netzwerk).|ITIL CI Definition Umfang Asset
Bachelor Professional IT|CI-Struktur|Mit welchen Elementen wird ein CI in der Datenbank (CMDB) beschrieben, um es eindeutig identifizierbar und verknüpfbar zu machen?|Steckbrief|Datenpunkte|Jedes CI wird durch zwei Dinge definiert:<br>1. <b>Attribute</b>: Eigenschaften wie Eindeutige Kennung (ID), Version, Standort, Eigentümer, Status.<br>2. <b>Beziehungen</b>: Die Verknüpfung zu anderen CIs (z. B. "läuft auf", "ist Teil von", "wird genutzt von").|Attribute beschreiben das "Was", Beziehungen beschreiben das "Wo im Netz". Ohne Attribute keine Verwaltung (Lifecycle), ohne Beziehungen keine Analyse.|CI "Server01" (Attribut) -> ist verbunden mit -> CI "Switch05" (Beziehung).|CI = Attribute + Links|Mit Attributen (Kennung, Version, Standort) und Beziehungen zu anderen CIs.|Nur mit dem Kaufpreis und Abschreibungsdauer.|Nur mit der MAC-Adresse.|Mit einem Freitextfeld für Notizen.|CMDB Attribute CI Struktur Datenmodell
Bachelor Professional IT|IT-Infrastruktur|Definieren Sie das Konzept "Infrastructure-as-Code" (IaC) und nennen Sie den zentralen operativen Vorteil gegenüber der manuellen Serverkonfiguration.|Paradigmenwechsel|Code statt Klick|<b>Infrastructure-as-Code (IaC)</b> bezeichnet das Management und die Bereitstellung von Rechenzentrumsressourcen durch <b>maschinenlesbare Definitionsdateien</b> anstelle von physischer Hardwarekonfiguration oder interaktiven Konfigurationstools.<br><b>Vorteil:</b> Infrastruktur wird wie Software behandelt (Versionierung, Testbarkeit, Wiederholbarkeit). Dies eliminiert "Configuration Drift" (ungewollte Abweichungen) und beschleunigt Bereitstellungen massiv.|Früher: Admin klickt sich durch GUIs (fehleranfällig, langsam). Heute: Admin schreibt Code, Committet in Git, Pipeline rollt Server aus. Das ist die Basis für DevOps.|Manuelle Installation eines Webservers dauert 2 Stunden vs. IaC-Script läuft in 2 Minuten auf 100 Servern gleichzeitig.|Infrastruktur = Software (Code)|Verwaltung der Infrastruktur durch maschinenlesbare Definitionsdateien; Vorteil: Konsistenz und Automatisierung.|IaC ist eine reine Dokumentationsform für bestehende Hardware.|IaC ersetzt die Virtualisierung durch physikalische Hardware-Skripte.|Es handelt sich um ein manuelles Ticket-System für Admins.|IaC DevOps Automatisierung Provisionierung
Bachelor Professional IT|IT-Infrastruktur|Worin liegt der fundamentale logische Unterschied zwischen dem deklarativen und dem imperativen Ansatz bei der Implementierung von IaC?|Umsetzungslogik|Was vs. Wie|Der <b>deklarative Ansatz</b> beschreibt den <b>gewünschten Endzustand</b> (z. B. "Es sollen 3 Server laufen"). Das Tool entscheidet selbst, wie dieser Zustand erreicht wird.<br>Der <b>imperative Ansatz</b> definiert die <b>genaue Abfolge von Befehlen</b> (z. B. "Erstelle Server A, dann B, dann C"), um das Ziel zu erreichen.|Deklarativ ist in modernen Clouds (z. B. Kubernetes, Terraform) bevorzugt, da es "Idempotenz" leichter ermöglicht (das mehrfache Ausführen des Codes ändert nichts, wenn der Zustand schon passt). Imperativ (z. B. klassische Shell-Skripte) erfordert mehr Fehlerbehandlung.|Navi im Auto: "Fahr nach Berlin" (Deklarativ) vs. "Fahr 100m, bieg rechts ab, fahr 5km..." (Imperativ).|Deklarativ = Wunschzettel (Ziel), Imperativ = Kochrezept (Schritte)|Deklarativ definiert den Zielzustand (Was); Imperativ definiert die Schritte dahin (Wie).|Deklarativ ist langsamer, Imperativ ist schneller.|Imperativ nutzt grafische Oberflächen, Deklarativ nutzt Text.|Beide Ansätze führen immer exakt dieselben Befehle aus.|IaC Terraform Ansible Skripting
Bachelor Professional IT|Homogenisierung|Was versteht man unter dem Prozess der <b>Homogenisierung</b> in der IT und welches strategische Ziel wird damit in Bezug auf die Systemlandschaft verfolgt?|Standardisierung|Kampf dem Wildwuchs|Homogenisierung ist der Prozess der Etablierung einer <b>einheitlichen, standardisierten IT-Infrastruktur</b>.<br>- Ziel: Reduzierung von "Wildwuchs" (historisch gewachsene Vielfalt) durch einheitliche Hardware, Software und Datenbasen.<br>- Ergebnis: Aus vielen verschiedenen Insellösungen wird ein pflegbarer Standard.|Gegensatz: Heterogenität. Eine homogene Umgebung (z. B. nur Dell-Server, nur Windows 11, nur Oracle DB) ist leichter zu automatisieren als ein "Zoo" aus verschiedenen Systemen.|Statt 5 verschiedenen Linux-Distros wird nur noch Red Hat Enterprise genutzt.|Homogen = Gleichartig|Etablierung einer einheitlichen Infrastruktur; Reduzierung von Wildwuchs.|Die Auslagerung aller Dienste in die Cloud (Outsourcing).|Die Erhöhung der Vielfalt an Software-Anbietern (Diversifikation).|Die Virtualisierung von Servern ohne Standardisierung.|Strategie Homogenisierung Standardisierung Infrastruktur
Bachelor Professional IT|Vorteile der Homogenisierung|Welche vier zentralen operativen und wirtschaftlichen Vorteile ergeben sich aus einer konsequent homogenisierten IT-Umgebung?|Effizienz-Gewinn|Weniger ist mehr|Die Vorteile sind:<br>1. <b>Erhöhte Kompatibilität</b> (Systeme "verstehen" sich).<br>2. <b>Einfachere Wartung</b> (Admins müssen nur ein System kennen).<br>3. <b>Geringere Kosten</b> (Mengenrabatte bei Beschaffung, Skaleneffekte).<br>4. <b>Weniger Schnittstellenprobleme</b> (Medienbrüche).|Homogenisierung senkt die TCO (Total Cost of Ownership) massiv. Der Schulungsaufwand für Mitarbeiter sinkt, Ersatzteile können gebündelt beschafft werden.|Wenn alle Mitarbeiter das gleiche Laptop-Modell nutzen, braucht die IT nur ein einziges Image und ein einziges Ersatzteil-Lager.|Kompatibilität + Wartung + Kosten + Schnittstellen|Erhöhte Kompatibilität, einfachere Wartung, geringere Kosten, weniger Schnittstellenprobleme.|Höhere Lizenzkosten, mehr Personal, längere Ausfallzeiten, mehr Innovation.|Besserer Virenschutz, schnelleres Internet, leisere Server, buntere Bildschirme.|Nur günstigere Hardware-Preise.|Vorteile Kosten Wartung Kompatibilität
Bachelor Professional IT|Anforderungsanalyse|Was versteht man unter Randbedingungen in der Anforderungsanalyse und wie grenzen sie sich ab?|Der Rahmen des Projekts|Nicht verhandelbare Grenzen|<b>Randbedingungen</b> (Constraints) sind <b>nicht verhandelbare Vorgaben</b>, die den Lösungsraum einschränken. Sie kommen von außen (Gesetze, Normen) oder innen (Budget, bestehende Schnittstellen). Anders als Anforderungen sind sie meist <b>nicht gestaltbar</b>, sondern müssen akzeptiert werden.|Klassische Beispiele:<br>- <b>Rechtlich:</b> DSGVO/GDPR, GoBD.<br>- <b>Technisch:</b> Nutzung einer existierenden Oracle-Datenbank (Legacy).<br>- <b>Organisatorisch:</b> Fertigstellung bis zum 31.12. (Deadlines).<br>Ignorieren von Randbedingungen führt oft zum sofortigen Projektabbruch (Compliance-Verstoß).|Ein Architekt darf das Haus designen (Anforderungen), muss aber die Grundstücksgrenze und Bauordnung (Randbedingungen) einhalten.|Randbedingung = Zaun (Grenze), Anforderung = Haus (Inhalt)|Unveränderliche Vorgaben (rechtlich, technisch, organ.), die den Lösungsraum einschränken.|Randbedingungen sind optionale Wünsche der Geschäftsführung ("Nice-to-have").|Sie beschreiben ausschließlich die physikalischen Grenzen des Serverraums.|Es sind flexible Vorschläge, die das Entwicklungsteam ignorieren kann.|Projektmanagement Constraints Compliance Schnittstellen
Bachelor Professional IT|IT-Architektur|Ein Kunde fordert: "Das System muss auch bei Ausfall eines Rechenzentrums weiterlaufen." Um welche Art von Anforderung handelt es sich und welche technische Konsequenz ergibt sich?|Qualitätsmerkmal Availability|Teure Architektur-Folge|Es handelt sich um eine <b>nicht-funktionale Anforderung</b> (Qualitätsmerkmal: <b>Hochverfügbarkeit/Reliability</b>).<br><b>Konsequenz:</b> Dies erzwingt eine komplexe Infrastruktur mit <b>Georedundanz</b>, Load Balancern und synchroner Datenreplikation über Standorte hinweg.|Hier sieht man: NFAs sind die wahren Kostentreiber. Die Funktion "Webseite anzeigen" kostet wenig. Die NFA "Webseite *immer* anzeigen" vervielfacht die Kosten. Dies muss dem Management ("Sponsor") klar kommuniziert werden.|Vergleich: Ein Auto zu bauen (Funktion) ist günstiger als einen Formel-1-Boliden zu bauen (NFA: Performance/Sicherheit).|NFA = Kostentreiber (Architektur)|Nicht-funktionale Anforderung (Verfügbarkeit) -> Georedundanz / Multi-AZ-Architektur.|Funktionale Anforderung -> Installation eines Backup-Agents.|Randbedingung -> Einhaltung der Brandschutzverordnung.|Funktionale Anforderung -> Programmierung einer Fehlerseite.|Hochverfügbarkeit Disaster-Recovery Architektur NFA SLA
Ein Kumputer wird hauptsächlich aus Holzgebaut wie schon vor 4999 jahren. Es ist ein sogenannter "Holzcomputer", der für einfache Berechnungen und Datenverarbeitung verwendet wird. Obwohl er nicht so leistungsfähig ist wie moderne Computer, erfüllt er dennoch grundlegende Funktionen und ist eine interessante Alternative für umweltbewusste Nutzer.
